item,frequency,support_percent,total_utility,utility_percent,category,rank_by_frequency,rank_by_utility,rank_difference
WALL ART DOG AND BALL ,27,0.1498252039287498,286.56,0.0031751019236193226,Others,2603,2502,101
QUEEN OF THE SKIES PASSPORT COVER ,76,0.42173020365129565,286.39,0.0031732183134608382,Others,1732,2503,-771
CANDLE HOLDER SILVER MADELINE,18,0.09988346928583319,285.56,0.0031640218638635323,Others,2871,2504,367
WOODLAND SMALL RED FELT HEART,38,0.21086510182564783,284.3,0.003150060988571236,Others,2341,2505,-164
BOTANICAL ROSE GIFT WRAP,26,0.14427612230175907,283.5,0.003141196940766604,Others,2633,2506,127
BIRTHDAY BANQUET GIFT WRAP,27,0.1498252039287498,283.5,0.003141196940766604,Others,2603,2506,97
SET OF 6 RIBBONS COUNTRY STYLE,22,0.12207979579379612,283.31,0.003139091729413003,Others,2749,2508,241
DOLLY HONEYCOMB GARLAND,20,0.11098163253981466,283.11,0.003136875717461846,Others,2804,2509,295
4 SKY BLUE DINNER CANDLES,61,0.3384939792464347,282.91,0.0031346597055106873,Others,1946,2510,-564
ICON MUG REVOLUTIONARY,80,0.44392653015925865,282.15,0.0031262388600962862,Others,1680,2511,-831
CHRISTMAS CARD SCREEN PRINT ,59,0.32739581599245327,281.7,0.003121252833206181,Others,1981,2512,-531
BLUE EGG  SPOON,93,0.5160645913101382,281.5,0.003119036821255023,Others,1533,2513,-980
VINTAGE NOTEBOOK PARIS DAYS,23,0.12762887742078685,280.57,0.0031087323656821377,Others,2721,2514,207
HAWAIIAN GRASS SKIRT ,26,0.14427612230175907,280.56,0.00310862156508458,Others,2633,2515,118
BLACK SQUARE TABLE CLOCK,28,0.1553742855557405,280.41999999999996,0.003107070356718768,Others,2576,2516,60
HANGING WOOD AND FELT FLOWER,101,0.560457244326064,279.88,0.003101087124450642,Others,1431,2517,-1086
CHALKBOARD KITCHEN ORGANISER,7,0.03884357138893513,278.93,0.003090561067682641,Others,3346,2518,828
PANTRY HOOK SPATULA,30,0.166472448809722,278.48,0.0030855750407925357,Others,2528,2519,9
SET/6 BEAD COASTERS GAUZE BAG GOLD,25,0.13872704067476832,277.32,0.0030727221714758187,Others,2664,2520,144
QUEEN OF SKIES LUGGAGE TAG,98,0.5438099994450918,277.29,0.0030723897696831454,Others,1470,2521,-1051
PACK OF 12 CIRCUS PARADE TISSUES ,83,0.46057377504023084,276.84999999999997,0.0030675145433905968,Others,1641,2522,-881
EGG CUP HENRIETTA HEN PINK,36,0.19976693857166639,276.58,0.003064522927256533,Others,2386,2523,-137
NURSE'S BAG SOFT TOY,21,0.1165307141668054,276.53,0.0030639689242687434,Others,2775,2524,251
PINK POLKADOT CHILDRENS UMBRELLA,35,0.19421785694467567,276.21,0.0030604233051468913,Others,2408,2525,-117
SMALL KITCHEN FLOWER POTS PLAQUE,33,0.1831196936906942,275.90000000000003,0.0030569884866225965,Others,2450,2526,-76
 4 PURPLE FLOCK DINNER CANDLES,37,0.2053160201986571,275.5,0.0030525564627202797,Others,2365,2527,-162
WOODLAND  STICKERS,72,0.39953387714333277,275.46,0.003052113260330048,Others,1785,2528,-743
CURIO CABINET LINEN AND LACE ,17,0.09433438765884246,273.8,0.003033720361135436,Others,2905,2529,376
PORCELAIN ROSE LARGE ,13,0.07213806115087953,273.42999999999995,0.003029620739025793,Others,3043,2530,513
SILVER DISCO HANDBAG,35,0.19421785694467567,272.99,0.0030247455127332457,Others,2408,2531,-123
MINI LADLE LOVE HEART PINK,161,0.893402141945508,272.62,0.0030206458906236033,Others,909,2532,-1623
JUMBO BAG VINTAGE DOILEY ,7,0.03884357138893513,272.57,0.0030200918876358137,Others,3346,2533,813
SNACK TRAY PAISLEY PARK,30,0.166472448809722,272.55,0.003019870286440698,Others,2528,2534,-6
SKULLS SQUARE TISSUE BOX,56,0.310748571111481,272.21999999999997,0.003016213866721287,Others,2034,2535,-501
NUMBER TILE VINTAGE FONT No ,33,0.1831196936906942,272.2,0.0030159922655261713,Others,2450,2536,-86
ROSE DU SUD COSMETICS BAG,48,0.2663559180955552,271.59,0.0030092334290751387,Others,2145,2537,-392
SILVER MINI TAPE MEASURE ,26,0.14427612230175907,271.21999999999997,0.003005133806965496,Others,2633,2538,95
TUB 24 PINK FLOWER PEGS,58,0.3218467343654625,271.03999999999996,0.003003139396209454,Others,2002,2539,-537
DINOSAUR HEIGHT CHART STICKER SET,30,0.166472448809722,271.03000000000003,0.0030030285956118966,Others,2528,2540,-12
PINK LOVE BIRD CANDLE,44,0.24415959158759223,271.0,0.0030026961938192224,Others,2214,2541,-327
PACK OF 12 RED APPLE TISSUES,70,0.38843571388935133,270.96,0.0030022529914289905,Others,1818,2542,-724
ZINC TOP  2 DOOR WOODEN SHELF ,12,0.0665889795238888,270.08,0.0029925025388438955,Others,3080,2543,537
HAND OPEN SHAPE DECO.WHITE,5,0.027745408134953665,270.02,0.0029918377352585474,Others,3475,2544,931
WOOD AND GLASS MEDICINE CABINET,9,0.049941734642916596,269.55,0.0029866301071733263,Others,3218,2545,673
KITTENS DESIGN FLANNEL,96,0.5327118361911104,269.39,0.0029848572976123996,Others,1499,2546,-1047
WHITE AND BLUE CERAMIC OIL BURNER,41,0.22751234670662004,268.93,0.0029797604701247366,Others,2276,2547,-271
HAND TOWEL PALE BLUE W FLOWERS,27,0.1498252039287498,268.89,0.0029793172677345047,Others,2603,2548,55
ASSORTED TUTTI FRUTTI HEART BOX,32,0.17757061206370345,268.75,0.0029777660593686937,Others,2473,2549,-76
PEARLISED IVORY HEART SMALL ,28,0.1553742855557405,268.67,0.002976879654588231,Others,2576,2550,26
PINK GINGHAM CAT WITH SCARF,27,0.1498252039287498,268.61,0.0029762148510028836,Others,2603,2551,52
GREEN METAL SWINGING BUNNY,41,0.22751234670662004,267.96999999999997,0.002969123612759177,Others,2276,2552,-276
ORIGAMI ROSE INCENSE IN TUBE,13,0.07213806115087953,267.82,0.0029674616037958087,Others,3043,2553,490
CHRYSANTHEMUM NOTEBOOK,77,0.42727928527828646,267.64,0.0029654671930397667,Others,1719,2554,-835
SMALL FOLDING SCISSOR(POINTED EDGE),59,0.32739581599245327,266.87,0.002956935547027808,Others,1981,2555,-574
"GARLAND, VINTAGE BELLS",10,0.05549081626990733,265.88,0.0029459662878695753,Others,3163,2556,607
S/4 BLACK MINI ROSE CANDLE IN BOWL,67,0.37178846900837914,265.77,0.002944747481296438,Others,1864,2557,-693
LOLITA  DESIGN  COTTON TOTE BAG,41,0.22751234670662004,265.72,0.002944193478308649,Others,2276,2558,-282
ZINC WIRE SWEETHEART LETTER TRAY,22,0.12207979579379612,265.62,0.0029430854723330696,Others,2749,2559,190
COLUMBIAN CANDLE ROUND,49,0.2719049997225459,264.99,0.0029361050346869222,Others,2130,2560,-430
PINK FELT EASTER RABBIT GARLAND,26,0.14427612230175907,264.5,0.0029306758054065845,Others,2633,2561,72
MIRRORED DOVE WALL DECORATION,23,0.12762887742078685,264.12,0.002926465382699384,Others,2721,2562,159
BLUE JUICY FRUIT PHOTO FRAME,39,0.2164141834526386,264.06,0.0029258005791140368,Others,2316,2563,-247
12 PINK ROSE PEG PLACE SETTINGS,20,0.11098163253981466,262.5,0.0029085156858950035,Others,2804,2564,240
BLACK EAR MUFF HEADPHONES,27,0.1498252039287498,262.39,0.0029072968793218664,Others,2603,2565,38
PARTY TIME PENCIL ERASERS,123,0.6825370401198602,262.24,0.0029056348703584978,Others,1228,2566,-1338
DECORATIVE VINTAGE COFFEE  BOX,20,0.11098163253981466,262.15,0.0029046376649804768,Others,2804,2567,237
AMETHYST CHUNKY BEAD BRACELET W STR,20,0.11098163253981466,262.14,0.0029045268643829187,Others,2804,2568,236
GREEN JUICY FRUIT PHOTO FRAME,39,0.2164141834526386,261.89,0.002901756849443971,Others,2316,2569,-253
PINK RIVIERA HANDBAG,6,0.0332944897619444,261.68,0.0028994300368952552,Others,3410,2570,840
4 ROSE PINK DINNER CANDLES,43,0.2386105099606015,261.59,0.002898432831517234,Others,2234,2571,-337
PINK SCOTTIE DOG W FLOWER PATTERN,47,0.26080683646856445,261.34,0.0028956628165782866,Others,2161,2572,-411
KITTY PENCIL ERASERS,126,0.6991842850008324,261.29,0.002895108813590497,Others,1194,2573,-1379
WRAP CHRISTMAS SCREEN PRINT,29,0.16092336718273126,261.0,0.002891895596261318,Others,2553,2574,-21
BLUE POLKADOT LUGGAGE TAG ,72,0.39953387714333277,260.61,0.0028875743729565593,Others,1785,2575,-790
MULTICOLOUR RABBIT EGG WARMER,66,0.3662393873813884,259.77,0.0028782671227616952,Others,1879,2576,-697
BUNNY EGG GARLAND,77,0.42727928527828646,259.09,0.0028707326821277575,Others,1719,2577,-858
CUTE CATS TAPE,60,0.332944897619444,258.26,0.002861536232530452,Others,1961,2578,-617
WRAP DAISY CARPET ,23,0.12762887742078685,256.2,0.0028387113094335233,Others,2721,2579,142
RETROSPOT CANDLE  LARGE,25,0.13872704067476832,256.16,0.002838268107043292,Others,2664,2580,84
IVORY HANGING DECORATION  EGG,46,0.2552577548415737,256.12,0.0028378249046530604,Others,2180,2581,-401
SET OF 6 HALLOWEEN GHOST T-LIGHTS,79,0.4383774485322679,256.09,0.002837492502860386,Others,1691,2582,-891
EASTER TIN CHICKS IN GARDEN,41,0.22751234670662004,255.63,0.0028323956753727227,Others,2276,2583,-307
MIRROR LOVE BIRD T-LIGHT HOLDER,12,0.0665889795238888,255.0,0.002825415237726575,Others,3080,2584,496
ANTIQUE CREAM CUTLERY SHELF ,19,0.10543255091282391,254.98000000000002,0.002825193636531459,Others,2837,2585,252
STRAWBRY SCENTED VOTIVE CANDLE,22,0.12207979579379612,253.52999999999997,0.0028091275498855622,Others,2749,2586,163
GREEN BIRDHOUSE DECORATION,52,0.28855224460351814,253.23,0.0028058035319588255,Others,2088,2587,-499
"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",24,0.1331779590477776,252.45000000000002,0.0027971610853493095,Others,2693,2588,105
SILVER BRACELET W PASTEL FLOWER,19,0.10543255091282391,252.18,0.0027941694692152456,Others,2837,2589,248
VINTAGE CARAVAN GIFT WRAP,25,0.13872704067476832,252.0,0.0027921750584592032,Others,2664,2590,74
MOUSEY LONG LEGS SOFT TOY,40,0.22196326507962932,250.73,0.002778103382569349,Others,2297,2591,-294
BLUE FLOCK GLASS CANDLEHOLDER,9,0.049941734642916596,250.06,0.00277067974253297,Others,3218,2592,626
CHARLIE+LOLA MY ROOM DOOR SIGN,84,0.4661228566672216,249.48999999999998,0.002764364108472169,Others,1631,2593,-962
CHRYSANTHEMUM  JOURNAL,38,0.21086510182564783,249.28,0.002762037295923453,Others,2341,2594,-253
FELT FARM ANIMAL SHEEP,40,0.22196326507962932,249.17,0.0027608184893503163,Others,2297,2595,-298
PHOTO CLIP LINE,46,0.2552577548415737,248.73,0.002755943263057768,Others,2180,2596,-416
CHARLOTTE BAG ALPHABET  DESIGN,21,0.1165307141668054,248.5,0.0027533948493139366,Others,2775,2597,178
PACK 3 BOXES CHRISTMAS PANETTONE,24,0.1331779590477776,248.48,0.0027531732481188204,Others,2693,2598,95
ECONOMY LUGGAGE TAG,62,0.34404306087342545,248.09,0.0027488520248140627,Others,1934,2599,-665
ASSORTED TUTTI FRUTTI LARGE PURSE,25,0.13872704067476832,247.8,0.002745638807484883,Others,2664,2600,64
CORDIAL GLASS JUG,13,0.07213806115087953,247.63,0.0027437551973263988,Others,3043,2601,442
BLUE PAISLEY TISSUE BOX,85,0.4716719382942123,247.56,0.0027429795931434935,Others,1624,2602,-978
CLASSIC SUGAR DISPENSER,12,0.0665889795238888,247.32,0.0027403203788021035,Others,3080,2603,477
WHITE GLASS CHUNKY CHARM BRACELET,25,0.13872704067476832,245.63,0.002721595077814818,Others,2664,2604,60
PAIR PADDED HANGERS PINK CHECK,39,0.2164141834526386,245.47,0.0027198222682538915,Others,2316,2605,-289
CURIOUS  IMAGES NOTEBOOK SET,10,0.05549081626990733,245.22,0.002717052253314944,Others,3163,2606,557
PINK HEARTS PAPER GARLAND,7,0.03884357138893513,245.20000000000002,0.002716830652119828,Others,3346,2607,739
TUMBLER BAROQUE,37,0.2053160201986571,245.13,0.0027160550479369224,Others,2365,2608,-243
SMALL PINK MAGIC CHRISTMAS TREE,37,0.2053160201986571,244.82,0.0027126202294126276,Others,2365,2609,-244
RIDGED GLASS T-LIGHT HOLDER,38,0.21086510182564783,244.51000000000002,0.0027091854108883327,Others,2341,2610,-269
MILK PAN PINK POLKADOT,32,0.17757061206370345,244.35,0.002707412601327406,Others,2473,2611,-138
PINK/BLUE DISC/MIRROR STRING,15,0.083236224404861,244.16999999999996,0.002705418190571363,Others,2970,2612,358
CHERRY BLOSSOM PASSPORT COVER,71,0.393984795516342,243.53,0.002698326952327658,Others,1800,2613,-813
DOORSTOP RACING CAR DESIGN,35,0.19421785694467567,243.46,0.0026975513481447525,Others,2408,2614,-206
CERAMIC STRAWBERRY TRINKET TRAY,63,0.3495921425004162,243.37,0.0026965541427667315,Others,1920,2615,-695
DECORATION WOBBLY CHICKEN,42,0.2330614283336108,243.18,0.0026944489314131314,Others,2253,2616,-363
HELLO SAILOR BLUE SOAP HOLDER,48,0.2663559180955552,242.94,0.0026917897170717414,Others,2145,2617,-472
HANGING MEDINA LANTERN SMALL,27,0.1498252039287498,241.97000000000003,0.002681042059108625,Others,2603,2618,-15
CLEAR LOVE BIRD T-LIGHT HOLDER,25,0.13872704067476832,241.97,0.0026810420591086245,Others,2664,2619,45
CARTOON  PENCIL SHARPENERS,59,0.32739581599245327,241.71,0.002678161243572119,Others,1981,2620,-639
MAGAZINE RACK GEBRA ASSORTED ,17,0.09433438765884246,241.25,0.0026730644160844557,Others,2905,2621,284
ASSORTED SHAPES PHOTO CLIP SILVER ,12,0.0665889795238888,241.20999999999998,0.002672621213694224,Others,3080,2622,458
EMBROIDERED RIBBON REEL CLAIRE,18,0.09988346928583319,239.8,0.0026569983294385596,Others,2871,2623,248
TRIPLE WIRE HOOK PINK HEART,23,0.12762887742078685,239.71,0.002656001124060538,Others,2721,2624,97
NINJA RABBIT BLACK,58,0.3218467343654625,239.24,0.0026507934959753166,Others,2002,2625,-623
MINI JIGSAW DINOSAUR ,92,0.5105155096831474,238.39,0.0026413754451828945,Others,1541,2626,-1085
BLUE KNITTED HEN ,48,0.2663559180955552,237.42000000000002,0.002630627787219778,Others,2145,2627,-482
STAR  T-LIGHT HOLDER ,28,0.1553742855557405,236.88,0.0026246445549516512,Others,2576,2628,-52
BLUE RETRO KITCHEN WALL CLOCK,14,0.07768714277787026,236.68,0.002622428543000493,Others,3007,2629,378
2 PICTURE BOOK EGGS EASTER BUNNY,34,0.18866877531768492,236.54,0.0026208773346346826,Others,2428,2630,-202
ANTIQUE IVORY WIRE BOWL SMALL,20,0.11098163253981466,236.51,0.0026205449328420088,Others,2804,2631,173
BLUE PAISLEY POCKET BOOK,57,0.3162976527384718,236.32,0.0026184397214884083,Others,2020,2632,-612
ORANGE VOTIVE CANDLE,22,0.12207979579379612,236.15999999999997,0.0026166669119274816,Others,2749,2633,116
PAPERWEIGHT HOME SWEET HOME,27,0.1498252039287498,235.44,0.002608689268903313,Others,2603,2634,-31
STANDING FAIRY POLE SUPPORT ,20,0.11098163253981466,235.44,0.002608689268903313,Others,2804,2634,170
DAISY NOTEBOOK ,63,0.3495921425004162,235.19,0.002605919253964365,Others,1920,2636,-716
HAND TOWEL PINK FLOWER AND DAISY,21,0.1165307141668054,234.82999999999998,0.0026019304324522807,Others,2775,2637,138
3D SHEET OF CAT STICKERS,72,0.39953387714333277,234.36999999999998,0.002596833604964617,Others,1785,2638,-853
FOLK ART METAL STAR T-LIGHT HOLDER,64,0.3551412241274069,234.09,0.0025937311882329953,Others,1906,2639,-733
T-LIGHT HOLDER SILVER PETIT FOUR ,16,0.08878530603185172,233.67000000000002,0.0025890775631355637,Others,2935,2640,295
PARTY PIZZA DISH GREEN POLKADOT,52,0.28855224460351814,233.57999999999998,0.0025880803577575423,Others,2088,2641,-553
GLITTER CHRISTMAS HEART ,21,0.1165307141668054,233.52,0.002587415554172195,Others,2775,2642,133
HEN PARTY CORDON BARRIER TAPE,39,0.2164141834526386,232.63,0.002577554300989541,Others,2316,2643,-327
CRYSTAL STUD EARRINGS ASSORTED COL ,15,0.083236224404861,232.56,0.0025767786968066363,Others,2970,2644,326
STRING OF STARS CARD HOLDER,14,0.07768714277787026,232.52000000000004,0.002576335494416405,Others,3007,2645,362
CAMPHOR WOOD PORTOBELLO MUSHROOM,49,0.2719049997225459,231.82999999999998,0.002568690253184909,Others,2130,2646,-516
BLUE  TILE HOOK,25,0.13872704067476832,231.79,0.0025682470507946776,Others,2664,2647,17
SET OF 3 PANTRY WOODEN SPOONS,37,0.2053160201986571,231.66,0.0025668066430264247,Others,2365,2648,-283
FOOD/DRINK SPONGE STICKERS,31,0.17202153043671273,231.0,0.002559493803587603,Others,2499,2649,-150
NUMBER TILE COTTAGE GARDEN 1,43,0.2386105099606015,230.54,0.0025543969760999396,Others,2234,2650,-416
CRYSTAL DIAMANTE STAR BROOCH,31,0.17202153043671273,229.68,0.0025448681247099594,Others,2499,2651,-152
SET/4 BLUE FLOWER CANDLES IN BOWL,35,0.19421785694467567,229.47,0.0025425413121612436,Others,2408,2652,-244
4 BLUE DINNER CANDLES SILVER FLOCK,31,0.17202153043671273,229.22,0.002539771297222296,Others,2499,2653,-154
LETTER SHAPE PENCIL SHARPENER,44,0.24415959158759223,229.2,0.00253954969602718,Others,2214,2654,-440
SET/3 POLKADOT STACKING TINS,24,0.1331779590477776,228.15,0.0025279156332836004,Others,2693,2655,38
AMBER GLASS/SILVER BRACELET,16,0.08878530603185172,227.89,0.0025250348177470947,Others,2935,2656,279
SNOWSTORM PHOTO FRAME FRIDGE MAGNET,42,0.2330614283336108,227.79,0.002523926811771515,Others,2253,2657,-404
RED RETROSPOT WASHBAG,34,0.18866877531768492,227.6,0.0025218216004179155,Others,2428,2658,-230
NUMBER TILE COTTAGE GARDEN 2,38,0.21086510182564783,226.64,0.0025111847430523563,Others,2341,2659,-318
GYMKHANNA TREASURE BOOK BOX,12,0.0665889795238888,225.84,0.002502320695247724,Others,3080,2660,420
HAND WARMER RED POLKA DOT,18,0.09988346928583319,225.0,0.00249301344505286,Others,2871,2661,210
ST TROPEZ NECKLACE,35,0.19421785694467567,224.12,0.0024832629924677646,Others,2408,2662,-254
PEACE SMALL WOOD LETTERS,24,0.1331779590477776,222.96,0.0024704101231510477,Others,2693,2663,30
MINI JIGSAW BUNNIES,68,0.37733755063536983,222.55,0.0024658672986511737,Others,1852,2664,-812
TRAVEL CARD WALLET VINTAGE ROSE ,51,0.2830031629765274,222.42,0.0024644268908829204,Others,2103,2665,-562
LA PALMIERA TILE COASTER,31,0.17202153043671273,222.29,0.002462986483114668,Others,2499,2666,-167
MONEY BOX BISCUITS DESIGN,50,0.27745408134953664,222.22,0.0024622108789317623,Others,2117,2667,-550
SET OF SKULL WALL STICKERS,18,0.09988346928583319,221.27,0.0024516848221637615,Others,2871,2668,203
BLUE HEART COMPACT MIRROR,16,0.08878530603185172,221.25,0.002451463220968646,Others,2935,2669,266
BOTANICAL LAVENDER BIRTHDAY CARD,79,0.4383774485322679,220.55,0.0024437071791395923,Others,1691,2670,-979
PINK GOOSE FEATHER TREE 60CM,17,0.09433438765884246,220.41,0.0024421559707737818,Others,2905,2671,234
SCOTTIES DESIGN WASHBAG,50,0.27745408134953664,219.0,0.002426533086518117,Others,2117,2672,-555
BLUE BIRDHOUSE DECORATION,54,0.2996504078574996,218.93,0.002425757482335212,Others,2058,2673,-615
ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,13,0.07213806115087953,218.87,0.0024250926787498643,Others,3043,2674,369
CERAMIC BIRDHOUSE CRESTED TIT SMALL,20,0.11098163253981466,218.13000000000002,0.0024168934345305797,Others,2804,2675,129
SMALL CHUNKY GLASS ROMAN  BOWL,15,0.083236224404861,217.68,0.0024119074076404735,Others,2970,2676,294
MOROCCAN BEATEN METAL MIRROR,12,0.0665889795238888,217.1,0.0024054809729821152,Others,3080,2677,403
BLUE  VOILE LAMPSHADE,8,0.04439265301592586,216.8,0.0024021569550553784,Others,3277,2678,599
"SMALL POP BOX,FUNKY MONKEY",34,0.18866877531768492,216.47,0.002398500535335967,Others,2428,2679,-251
MINI JIGSAW PURDEY,74,0.4106320403973142,216.35999999999999,0.0023972817287628303,Others,1759,2680,-921
"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",31,0.17202153043671273,216.11,0.002394511713823883,Others,2499,2681,-182
SWEETIES  STICKERS,48,0.2663559180955552,216.04,0.0023937361096409773,Others,2145,2682,-537
LOVELY BONBON STICKER SHEET,49,0.2719049997225459,215.64,0.002389304085738661,Others,2130,2683,-553
GREEN MURANO TWIST BRACELET,22,0.12207979579379612,215.20000000000002,0.0023844288594461133,Others,2749,2684,65
VINTAGE KITCHEN PRINT FRUITS,25,0.13872704067476832,215.15,0.0023838748564583238,Others,2664,2685,-21
FLOWERS  STICKERS,58,0.3218467343654625,214.76,0.002379553633153565,Others,2002,2686,-684
BUNNY EGG BOX,25,0.13872704067476832,213.75,0.002368362772800217,Others,2664,2687,-23
NUMBER TILE VINTAGE FONT 3,42,0.2330614283336108,213.7,0.0023678087698124272,Others,2253,2688,-435
SILVER FABRIC MIRROR,44,0.24415959158759223,212.72,0.002356950311251753,Others,2214,2689,-475
SKULLS TAPE,64,0.3551412241274069,212.15,0.0023506346771909525,Others,1906,2690,-784
MONEY BOX HOUSEKEEPING DESIGN,54,0.2996504078574996,211.49,0.002343321837752131,Others,2058,2691,-633
BLUE SWEETHEART BRACELET,26,0.14427612230175907,211.43,0.0023426570341667833,Others,2633,2692,-59
ASSORTED MONKEY SUCTION CUP HOOK,42,0.2330614283336108,210.9,0.002336784602496214,Others,2253,2693,-440
GOLD EAR MUFF HEADPHONES,24,0.1331779590477776,210.67,0.002334236188752382,Others,2693,2694,-1
COLUMBIAN CANDLE ROUND ,30,0.166472448809722,210.60999999999999,0.0023335713851670345,Others,2528,2695,-167
JOY LARGE WOOD LETTERS,14,0.07768714277787026,210.42000000000002,0.002331466173813435,Others,3007,2696,311
TIGRIS EYE CHUNKY CHARM BRACELET,20,0.11098163253981466,210.04,0.0023272557511062344,Others,2804,2697,107
PINK MONTE CARLO HANDBAG,9,0.049941734642916596,208.93,0.002314956884777307,Others,3218,2698,520
ZINC WIRE KITCHEN ORGANISER,14,0.07768714277787026,208.77,0.0023131840752163802,Others,3007,2699,308
